category,bfs,municipality,provider,price
Typ VIII,1345,Reichenburg,Energie Zürichsee Linth AG,6.45
Typ VIII,1346,Schübelbach,Energie Zürichsee Linth AG,6.45
Typ VIII,1347,Tuggen,Energie Zürichsee Linth AG,6.45
Typ VIII,1349,Wangen (SZ),Energie Zürichsee Linth AG,6.45
Typ VIII,1362,Arth,Erdgas Innerschwyz AG,6.65
Typ VIII,1364,Ingenbohl,Erdgas Innerschwyz AG,6.65
Typ VIII,1365,Lauerz,Erdgas Innerschwyz AG,6.65
Typ VIII,1372,Schwyz,Erdgas Innerschwyz AG,6.65
Typ VIII,1373,Steinen,Erdgas Innerschwyz AG,6.65
Typ VIII,3668,Thusis,IBC Energie Wasser Chur,5.12
Typ VIII,3722,Domat/Ems,IBC Energie Wasser Chur,5.12
Typ VIII,3901,Chur,IBC Energie Wasser Chur,5.22
Typ VIII,3945,Trimmis,IBC Energie Wasser Chur,5.12
Typ VIII,3946,Untervaz,IBC Energie Wasser Chur,5.12
Typ VIII,3955,Landquart,IBC Energie Wasser Chur,5.02
Typ VIII,6023,Conthey,OIKEN SA,6.47
Typ VIII,6024,Nendaz,OIKEN SA,6.47
Typ VIII,6025,Vétroz,OIKEN SA,6.47
Typ VIII,6113,Salgesch,OIKEN SA,6.47
Typ VIII,6136,Martigny,Sinergy Commerce S.A.,6.44
Typ VIII,6201,Unterbäch,OIKEN SA,6.47
Typ VIII,6232,Chalais,OIKEN SA,6.47
Typ VIII,6235,Chippis,OIKEN SA,6.47
Typ VIII,6238,Grône,OIKEN SA,6.47
Typ VIII,6239,Icogne,OIKEN SA,6.47
Typ VIII,6240,Lens,OIKEN SA,6.47
Typ VIII,6241,Miège,OIKEN SA,6.47
Typ VIII,6246,Saint-Léonard,OIKEN SA,6.47
Typ VIII,6248,Sierre,OIKEN SA,6.57
Typ VIII,6249,Venthône,OIKEN SA,6.47
Typ VIII,6250,Veyras,OIKEN SA,6.47
Typ VIII,6253,Crans-Montana,OIKEN SA,6.47
Typ VIII,6253,Crans-Montana,OIKEN SA,6.47
Typ VIII,6265,Savièse,OIKEN SA,6.47
Typ VIII,6266,Sion,OIKEN SA,6.47
Typ VIII,5002,Bellinzona,Metanord S.A.,7.90
Typ VIII,5003,Cadenazzo,Metanord S.A.,7.90
Typ VIII,5141,Agno,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5148,Bedano,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5151,Bioggio,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5162,Cadempino,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5167,Canobbio,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5176,Comano,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5180,Cureglia,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5186,Grancia,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5187,Gravesano,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5189,Lamone,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5192,Lugano,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5194,Manno,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5196,Massagno,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5199,Mezzovico-Vira,Metanord S.A.,7.90
Typ VIII,5203,Morcote,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5205,Muzzano,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5208,Origlio,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5210,Paradiso,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5214,Porza,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5221,Savosa,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5225,Sorengo,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5227,Torricella-Taverne,Metanord S.A.,7.90
Typ VIII,5231,Vezia,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5236,"Collina d""Oro",Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5238,Monteceneri,Metanord S.A.,7.90
Typ VIII,5242,Balerna,AGE SA,7.62
Typ VIII,5250,Chiasso,AGE SA,7.62
Typ VIII,5251,Coldrerio,AGE SA,7.62
Typ VIII,5251,Coldrerio,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5254,Mendrisio,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5254,Mendrisio,Aziende Industriali Mendrisio AIM,7.91
Typ VIII,5257,Morbio Inferiore,AGE SA,7.62
Typ VIII,5260,Novazzano,AGE SA,7.62
Typ VIII,5260,Novazzano,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5263,Riva San Vitale,Aziende Industriali Lugano (AIL) SA,6.56
Typ VIII,5268,Vacallo,AGE SA,7.62
Typ VIII,5398,Gambarogno,Metanord S.A.,7.90
Typ VIII,301,Aarberg,Seelandgas AG,7.11
Typ VIII,302,Bargen (BE),Seelandgas AG,7.11
Typ VIII,303,Grossaffoltern,Seelandgas AG,7.11
Typ VIII,305,Kappelen,Seelandgas AG,7.11
Typ VIII,306,Lyss,Seelandgas AG,7.11
Typ VIII,311,Schüpfen,Seelandgas AG,7.11
Typ VIII,351,Bern,Energie Wasser Bern,5.72
Typ VIII,353,Bremgarten bei Bern,Energie Wasser Bern,5.32
Typ VIII,354,Kirchlindach,Energie Wasser Bern,5.61
Typ VIII,355,Köniz,Energie Wasser Bern,5.82
Typ VIII,356,Muri bei Bern,Gemeindebetriebe Muri,6.31
Typ VIII,361,Zollikofen,Energie Wasser Bern,5.62
Typ VIII,362,Ittigen,Energie Wasser Bern,5.62
Typ VIII,363,Ostermundigen,Energie Wasser Bern,5.62
Typ VIII,371,Biel/Bienne,"Energie Service Biel/Bienne, Stadt",6.22
Typ VIII,372,Evilard,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,381,Arch,Städtische Werke Grenchen,5.64
Typ VIII,383,Büren an der Aare,Städtische Werke Grenchen,5.64
Typ VIII,387,Lengnau (BE),Städtische Werke Grenchen,5.64
Typ VIII,401,Aefligen,Localnet AG,4.87
Typ VIII,404,Burgdorf,Localnet AG,4.87
Typ VIII,405,Ersigen,Localnet AG,4.87
Typ VIII,412,Kirchberg (BE),Localnet AG,4.87
Typ VIII,415,Lyssach,Localnet AG,4.87
Typ VIII,418,Oberburg,Localnet AG,4.87
Typ VIII,420,Rüdtligen-Alchenflüh,Localnet AG,4.87
Typ VIII,533,Bätterkinden,Regio Energie Solothurn,5.54
Typ VIII,540,Jegenstorf,Localnet AG,4.87
Typ VIII,544,Moosseedorf,Gasversorgung Grauholz,4.91
Typ VIII,546,Münchenbuchsee,Energie Wasser Bern,5.72
Typ VIII,552,Utzenstorf,Regio Energie Solothurn,5.54
Typ VIII,612,Konolfingen,Energie Thun AG,5.61
Typ VIII,733,Brügg,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,739,Ipsach,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,743,Nidau,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,744,Orpund,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,745,Port,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,746,Safnern,"Energie Service Biel/Bienne, Region",5.72
Typ VIII,749,Studen (BE),"Energie Service Biel/Bienne, Region",5.72
Typ VIII,755,Worben,Seelandgas AG,7.11
Typ VIII,928,Heimberg,Energie Thun AG,5.61
Typ VIII,929,Hilterfingen,Energie Thun AG,5.61
Typ VIII,934,Oberhofen am Thunersee,Energie Thun AG,5.61
Typ VIII,939,Steffisburg,Energie Thun AG,5.61
Typ VIII,942,Thun,Energie Thun AG,5.61
Typ VIII,973,Bollodingen,EWK Herzogenbuchsee AG,4.52
Typ VIII,977,Heimenhausen,EWK Herzogenbuchsee AG,4.52
Typ VIII,979,Herzogenbuchsee,EWK Herzogenbuchsee AG,4.52
Typ VIII,981,Niederbipp,Sogas AG,6.70
Typ VIII,982,Niederönz,EWK Herzogenbuchsee AG,4.52
Typ VIII,983,Oberbipp,Sogas AG,6.70
Typ VIII,984,Oberönz,EWK Herzogenbuchsee AG,4.52
Typ VIII,989,Thörigen,EWK Herzogenbuchsee AG,4.52
Typ VIII,112,Bubikon,Gemeindewerke Rüti,5.25
Typ VIII,113,Dürnten,Gemeindewerke Rüti,5.25
Typ VIII,117,Hinwil,Gemeindewerke Rüti,5.25
Typ VIII,119,Seegräben,Stadtwerke Wetzikon,5.57
Typ VIII,121,Wetzikon (ZH),Stadtwerke Wetzikon,5.57
Typ VIII,131,Adliswil,Energie 360° AG,5.50
Typ VIII,133,Horgen,Gemeindewerke Horgen,5.81
Typ VIII,135,Kilchberg (ZH),"Gemeinde Kilchberg, Abteilung Tiefbau/Werke",4.60
Typ VIII,136,Langnau am Albis,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VIII,137,Oberrieden,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VIII,138,Richterswil,Gas- und Wasserversorgung Richterswil,4.50
Typ VIII,139,Rüschlikon,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VIII,14,Wettswil am Albis,Energie 360° AG,5.50
Typ VIII,141,Thalwil,"Gemeinde Thalwil,  Gasversorgung",5.50
Typ VIII,151,Erlenbach (ZH),Energie 360° AG,5.50
Typ VIII,152,Herrliberg,Energie 360° AG,5.50
Typ VIII,153,Hombrechtikon,Energie 360° AG,5.50
Typ VIII,154,Küsnacht (ZH),Werke am Zürichsee AG Küsnacht,4.50
Typ VIII,155,Männedorf,Energie 360° AG,5.50
Typ VIII,156,Meilen,Energie 360° AG,5.50
Typ VIII,158,Stäfa,Energie 360° AG,5.50
Typ VIII,159,Uetikon am See,Energie 360° AG,5.50
Typ VIII,161,Zollikon,Werke am Zürichsee AG Zollikon,4.59
Typ VIII,172,Fehraltorf,Energie 360° AG,5.50
Typ VIII,177,Pfäffikon,Gemeindewerke Pfäffikon ZH,6.91
Typ VIII,191,Dübendorf,Glattwerk AG,5.92
Typ VIII,193,Fällanden,Energie 360° AG,5.50
Typ VIII,194,Greifensee,Energie 360° AG,5.50
Typ VIII,195,Maur,Energie 360° AG,5.50
Typ VIII,197,Schwerzenbach,Energie 360° AG,5.50
Typ VIII,198,Uster,"Energie Uster AG, Elektrizität, Erdgas, Wärme, Wasser",6.91
Typ VIII,199,Volketswil,Energie 360° AG,5.50
Typ VIII,200,Wangen-Brüttisellen,"die werke,  versorgung wallisellen ag",6.36
Typ VIII,226,Schlatt (ZH),"SH Power, Schaffhausen",5.76
Typ VIII,230,Winterthur,Stadtwerk Winterthur,6.09
Typ VIII,242,Birmensdorf (ZH),Energie 360° AG,5.50
Typ VIII,243,Dietikon,"die werke,  versorgung wallisellen ag",6.36
Typ VIII,244,Geroldswil,Energie 360° AG,5.50
Typ VIII,245,Oberengstringen,Energie 360° AG,5.50
Typ VIII,247,Schlieren,Gasversorgung Schlieren,5.08
Typ VIII,249,Unterengstringen,Energie 360° AG,5.50
Typ VIII,250,Urdorf,Energie 360° AG,5.50
Typ VIII,251,Weiningen (ZH),Energie 360° AG,5.50
Typ VIII,261,Zürich,Energie 360° AG,5.50
Typ VIII,27,Feuerthalen,"SH Power, Schaffhausen",5.76
Typ VIII,2919,Stetten (SH),"SH Power, Schaffhausen",5.76
Typ VIII,2920,Thayngen,"SH Power, Schaffhausen",5.76
Typ VIII,293,Wädenswil,Stadt Wädenswil Werke,6.50
Typ VIII,2932,Beringen,"SH Power, Schaffhausen",5.76
Typ VIII,2939,Schaffhausen,"SH Power, Schaffhausen",5.76
Typ VIII,298,Wiesendangen,Energie 360° AG,5.50
Typ VIII,3,Bonstetten,Energie 360° AG,5.50
Typ VIII,4001,Aarau,Eniwa AG,6.29
Typ VIII,4003,Buchs (AG),Eniwa AG,6.29
Typ VIII,4005,Erlinsbach (AG),Eniwa AG,6.24
Typ VIII,4006,Gränichen,Eniwa AG,6.24
Typ VIII,4008,Küttigen,Eniwa AG,6.24
Typ VIII,4009,Muhen,Eniwa AG,6.24
Typ VIII,4010,Oberentfelden,Eniwa AG,6.24
Typ VIII,4012,Suhr,Eniwa AG,6.24
Typ VIII,4013,Unterentfelden,Eniwa AG,6.24
Typ VIII,4021,Baden,Regionalwerke AG Baden,8.32
Typ VIII,4024,Birmenstorf (AG),Regionalwerke AG Baden,8.32
Typ VIII,4026,Ennetbaden,Regionalwerke AG Baden,8.32
Typ VIII,4027,Fislisbach,Regionalwerke AG Baden,8.32
Typ VIII,4029,Gebenstorf,IBB Energie AG,6.62
Typ VIII,4030,Killwangen,Regionalwerke AG Baden,8.32
Typ VIII,4032,Mägenwil,IBB Energie AG,6.62
Typ VIII,4033,Mellingen,Regionalwerke AG Baden,8.32
Typ VIII,4034,Neuenhof,Regionalwerke AG Baden,8.32
Typ VIII,4038,Obersiggenthal,Regionalwerke AG Baden,8.32
Typ VIII,4040,Spreitenbach,Energie 360° AG,5.50
Typ VIII,4042,Turgi,IBB Energie AG,6.62
Typ VIII,4044,Untersiggenthal,IBB Energie AG,6.62
Typ VIII,4045,Wettingen,Regionalwerke AG Baden,8.12
Typ VIII,4046,Wohlenschwil,Regionalwerke AG Baden,8.32
Typ VIII,4092,Birr,IBB Energie AG,6.62
Typ VIII,4093,Birrhard,Regionalwerke AG Baden,8.32
Typ VIII,4095,Brugg,IBB Energie AG,6.62
Typ VIII,4100,Hausen (AG),IBB Energie AG,6.62
Typ VIII,4104,Lupfig,IBB Energie AG,6.62
Typ VIII,4107,Mülligen,Regionalwerke AG Baden,8.32
Typ VIII,4123,Windisch,IBB Energie AG,6.62
Typ VIII,4144,Schöftland,Eniwa AG,6.24
Typ VIII,4145,Teufenthal (AG),Eniwa AG,6.24
Typ VIII,4146,Unterkulm,Eniwa AG,6.24
Typ VIII,4193,Brunegg,IBB Energie AG,6.62
Typ VIII,4195,Egliswil,SWL Energie AG,4.75
Typ VIII,4197,Hallwil,SWL Energie AG,4.75
Typ VIII,4199,Holderbank (AG),IBB Energie AG,6.62
Typ VIII,4200,Hunzenschwil,SWL Energie AG,4.75
Typ VIII,4203,Möriken-Wildegg,SWL Energie AG,4.75
Typ VIII,4204,Niederlenz,SWL Energie AG,4.75
Typ VIII,4205,Othmarsingen,SWL Energie AG,4.75
Typ VIII,4206,Rupperswil,SWL Energie AG,4.75
Typ VIII,4207,Schafisheim,SWL Energie AG,4.75
Typ VIII,4208,Seengen,SWL Energie AG,4.75
Typ VIII,4209,Seon,SWL Energie AG,4.75
Typ VIII,4210,Staufen,SWL Energie AG,4.75
Typ VIII,4221,Abtwil,Sankt Galler Stadtwerke,6.77
Typ VIII,4275,Kirchleerau,Eniwa AG,6.24
Typ VIII,4276,Kölliken,Eniwa AG,6.24
Typ VIII,4277,Moosleerau,Eniwa AG,6.24
Typ VIII,4284,Staffelbach,Eniwa AG,6.24
Typ VIII,4306,Fisibach,Energie 360° AG,5.50
Typ VIII,4315,Rekingen (AG),Energie 360° AG,5.50
Typ VIII,4323,Bad Zurzach,Energie 360° AG,5.50
Typ VIII,5,Hedingen,Energie 360° AG,5.50
Typ VIII,51,Bachenbülach,Energie 360° AG,5.50
Typ VIII,53,Bülach,Energie 360° AG,5.50
Typ VIII,66,Opfikon,Energie 360° AG,5.50
Typ VIII,69,Wallisellen,"die werke,  versorgung wallisellen ag",6.36
Typ VIII,72,Winkel,Energie 360° AG,5.50
Typ VIII,83,Buchs (ZH),Energie 360° AG,5.50
Typ VIII,84,Dällikon,Energie 360° AG,5.50
Typ VIII,86,Dielsdorf,Energie 360° AG,5.50
Typ VIII,96,Regensdorf,Energie 360° AG,5.50
Typ VIII,97,Rümlang,Energie 360° AG,5.50
Typ VIII,2401,Egerkingen,Sogas AG,6.70
Typ VIII,2402,Härkingen,Sogas AG,6.70
Typ VIII,2403,Kestenholz,Sogas AG,6.70
Typ VIII,2404,Neuendorf,Sogas AG,6.70
Typ VIII,2405,Niederbuchsiten,Sogas AG,6.70
Typ VIII,2406,Oberbuchsiten,Sogas AG,6.70
Typ VIII,2407,Oensingen,Sogas AG,6.70
Typ VIII,2422,Balsthal,Sogas AG,6.70
Typ VIII,2491,Hauenstein-Ifenthal,a.en Aare Energie AG,5.73
Typ VIII,2495,Niedergösgen,a.en Aare Energie AG,5.73
Typ VIII,2497,Obergösgen,a.en Aare Energie AG,5.73
Typ VIII,2500,Trimbach,a.en Aare Energie AG,5.73
Typ VIII,2503,Erlinsbach (SO),Eniwa AG,6.24
Typ VIII,2513,Biberist,Regio Energie Solothurn,5.54
Typ VIII,2516,Deitingen,Regio Energie Solothurn,5.54
Typ VIII,2517,Derendingen,Regio Energie Solothurn,5.54
Typ VIII,2518,Etziken,Regio Energie Solothurn,5.54
Typ VIII,2519,Gerlafingen,Regio Energie Solothurn,5.54
Typ VIII,2520,Halten,Regio Energie Solothurn,5.54
Typ VIII,2525,Kriegstetten,Regio Energie Solothurn,5.54
Typ VIII,2527,Luterbach,Regio Energie Solothurn,5.54
Typ VIII,2528,Obergerlafingen,Regio Energie Solothurn,5.54
Typ VIII,2530,Recherswil,Regio Energie Solothurn,5.54
Typ VIII,2532,Subingen,Regio Energie Solothurn,5.54
Typ VIII,2534,Zuchwil,Regio Energie Solothurn,5.54
Typ VIII,2542,Bellach,Regio Energie Solothurn,5.54
Typ VIII,2543,Bettlach,Städtische Werke Grenchen,5.64
Typ VIII,2544,Feldbrunnen-St.Niklaus,Regio Energie Solothurn,5.54
Typ VIII,2546,Grenchen,Städtische Werke Grenchen,5.64
Typ VIII,2550,Langendorf,Regio Energie Solothurn,5.54
Typ VIII,2553,Oberdorf (SO),Regio Energie Solothurn,5.54
Typ VIII,2555,Rüttenen,Regio Energie Solothurn,5.54
Typ VIII,2556,Selzach,Regio Energie Solothurn,5.54
Typ VIII,2571,Boningen,a.en Aare Energie AG,5.73
Typ VIII,2572,Däniken,a.en Aare Energie AG,5.73
Typ VIII,2573,Dulliken,a.en Aare Energie AG,5.73
Typ VIII,2576,Gretzenbach,a.en Aare Energie AG,5.73
Typ VIII,2578,Gunzgen,a.en Aare Energie AG,5.73
Typ VIII,2579,Hägendorf,a.en Aare Energie AG,5.73
Typ VIII,2580,Kappel (SO),a.en Aare Energie AG,5.73
Typ VIII,2581,Olten,a.en Aare Energie AG,5.73
Typ VIII,2582,Rickenbach (SO),a.en Aare Energie AG,5.73
Typ VIII,2583,Schönenwerd,a.en Aare Energie AG,5.73
Typ VIII,2584,Starrkirch-Wil,a.en Aare Energie AG,5.73
Typ VIII,2586,Wangen bei Olten,a.en Aare Energie AG,5.73
Typ VIII,2601,Solothurn,Regio Energie Solothurn,5.54
Typ VIII,6774,Boncourt,EDJ Energie du Jura SA,5.89
Typ IX,3001,Herisau,Säntis Energie AG,6.02
Typ IX,3007,Waldstatt,Säntis Energie AG,6.02
Typ IX,3203,St.Gallen,Sankt Galler Stadtwerke,6.62
Typ IX,3204,Wittenbach,Sankt Galler Stadtwerke,6.62
Typ IX,3214,Mörschwil,Sankt Galler Stadtwerke,6.62
Typ IX,3215,Rorschach,Sankt Galler Stadtwerke,6.62
Typ IX,3217,Steinach,Sankt Galler Stadtwerke,6.62
Typ IX,3236,St.Margrethen,Technische Betriebe Wil,5.74
Typ IX,3271,Buchs (SG),Säntis Energie AG,6.02
Typ IX,3275,Sevelen,Säntis Energie AG,6.02
Typ IX,3276,Wartau,Säntis Energie AG,6.02
Typ IX,3313,Kaltbrunn,EVK Elektrizitätsversorgung Kaltbrunn AG,8.70
Typ IX,3352,Ebnat-Kappel,Säntis Energie AG,6.02
Typ IX,3374,Lichtensteig,Säntis Energie AG,6.02
Typ IX,3379,Wattwil,Säntis Energie AG,6.02
Typ IX,3392,Kirchberg (SG),Technische Betriebe Wil,5.74
Typ IX,3393,Lütisburg,Säntis Energie AG,6.02
Typ IX,3395,Bütschwil-Ganterschwil,Säntis Energie AG,6.02
Typ IX,3405,Jonschwil,Dorfkorporation Schwarzenbach,5.94
Typ IX,3423,Niederhelfenschwil,Technische Betriebe Wil,5.74
Typ IX,3426,Zuzwil (SG),Technische Betriebe Wil,5.74
Typ IX,3427,Wil (SG),Technische Betriebe Wil,5.74
Typ IX,4401,Arbon,Sankt Galler Stadtwerke,6.62
Typ IX,4421,Horn,Sankt Galler Stadtwerke,6.62
Typ IX,4471,Bischofszell,Sankt Galler Stadtwerke,6.62
Typ IX,4551,Aadorf,Technische Betriebe Wil,5.74
Typ IX,4566,Frauenfeld,"Werkbetriebe Frauenfeld,  Erdgas, Wasser, Strom",5.40
Typ IX,4591,Matzingen,Werkbetriebe Matzingen,5.50
Typ IX,4671,Kreuzlingen,"Technische Betriebe Kreuzlingen, Elektrizität Erdgas Wasser",7.39
Typ IX,4683,Lengwil,"Technische Betriebe Kreuzlingen, Elektrizität Erdgas Wasser",7.39
Typ IX,4716,Bettwiesen,Technische Betriebe Wil,5.74
Typ IX,4724,Eschlikon,Technische Betriebe Wil,5.74
Typ IX,4746,Münchwilen (TG),Technische Betriebe Wil,5.74
Typ IX,4751,Rickenbach (TG),Technische Betriebe Wil,5.74
Typ IX,4761,Sirnach,Technische Betriebe Wil,5.74
Typ IX,4776,Tobel-Tägerschen,Technische Betriebe Wil,5.74
Typ IX,4781,Wängi,Technische Betriebe Wil,5.74
Typ IX,4786,Wilen (TG),Technische Betriebe Wil,5.74
Typ IX,2041,Saint-Aubin (FR),Groupe E Celsius,5.88
Typ IX,2043,Sévaz,Groupe E Celsius,5.88
Typ IX,2053,Belmont-Broye,Groupe E Celsius,5.88
Typ IX,2054,Estavayer,Groupe E Celsius,5.88
Typ IX,2063,Billens-Hennens,Groupe E Celsius,5.88
Typ IX,2087,Mézières (FR),Groupe E Celsius,5.88
Typ IX,2096,Romont (FR),Groupe E Celsius,5.88
Typ IX,2113,Vuisternens-devant-Romont,Groupe E Celsius,5.88
Typ IX,2125,Bulle (neu),Groupe E Celsius,5.88
Typ IX,2153,Sorens,Groupe E Celsius,5.88
Typ IX,2155,Vaulruz,Groupe E Celsius,5.88
Typ IX,2160,Vuadens,Groupe E Celsius,5.88
Typ IX,2174,Avry,Groupe E Celsius,5.88
Typ IX,2175,Belfaux,Groupe E Celsius,5.88
Typ IX,2183,Corminboeuf,Groupe E Celsius,5.88
Typ IX,2196,Fribourg,Groupe E Celsius,5.88
Typ IX,2197,Givisiez,Groupe E Celsius,5.88
Typ IX,2198,Granges-Paccot,Groupe E Celsius,5.88
Typ IX,2206,Marly,Groupe E Celsius,5.88
Typ IX,2208,Matran,Groupe E Celsius,5.88
Typ IX,2228,Villars-sur-Glâne,Groupe E Celsius,5.88
Typ IX,2233,Hauterive (FR),Groupe E Celsius,5.88
Typ IX,2235,La Sonnaz,Groupe E Celsius,5.88
Typ IX,2250,Courgevaux,Groupe E Celsius,5.88
Typ IX,2254,Courtepin,Groupe E Celsius,5.88
Typ IX,2274,Muntelier,Groupe E Celsius,5.88
Typ IX,2275,Murten,Groupe E Celsius,5.88
Typ IX,2276,Ried bei Kerzers (neu),Groupe E Celsius,5.88
Typ IX,2293,Düdingen,Groupe E Celsius,5.88
Typ IX,2306,Tafers,Groupe E Celsius,5.88
Typ IX,2338,La Verrerie,Groupe E Celsius,5.88
Typ IX,5451,Avenches,Groupe E Celsius,5.88
Typ IX,5458,Faoug,Groupe E Celsius,5.88
Typ IX,5741,"L""Abergement",Vo Energies,9.43
Typ IX,5744,Ballaigues,Vo Energies,9.43
Typ IX,5750,Les Clées,Vo Energies,9.43
Typ IX,5755,Lignerolle,Vo Energies,9.43
Typ IX,5764,Vallorbe,Vo Energies,9.43
Typ IX,5765,Vaulion,Vo Energies,9.43
Typ IX,5816,Corcelles-près-Payerne,Groupe E Celsius,5.88
Typ IX,5822,Payerne,Groupe E Celsius,5.88
Typ IX,5827,Trey,Groupe E Celsius,5.88
Typ IX,6602,Anières,Services Industriels de Genève SIG,5.28
Typ IX,6605,Bardonnex,Services Industriels de Genève SIG,5.28
Typ IX,6606,Bellevue,Services Industriels de Genève SIG,5.28
Typ IX,6607,Bernex,Services Industriels de Genève SIG,5.28
Typ IX,6608,Carouge (GE),Services Industriels de Genève SIG,5.28
Typ IX,6612,Chêne-Bougeries,Services Industriels de Genève SIG,5.28
Typ IX,6613,Chêne-Bourg,Services Industriels de Genève SIG,5.28
Typ IX,6614,Choulex,Services Industriels de Genève SIG,5.28
Typ IX,6616,Collonge-Bellerive,Services Industriels de Genève SIG,5.28
Typ IX,6617,Cologny,Services Industriels de Genève SIG,5.28
Typ IX,6618,Confignon,Services Industriels de Genève SIG,5.28
Typ IX,6619,Corsier (GE),Services Industriels de Genève SIG,5.28
Typ IX,6620,Dardagny,Services Industriels de Genève SIG,5.28
Typ IX,6621,Genève,Services Industriels de Genève SIG,5.28
Typ IX,6622,Genthod,Services Industriels de Genève SIG,5.28
Typ IX,6623,Le Grand-Saconnex,Services Industriels de Genève SIG,5.28
Typ IX,6625,Hermance,Services Industriels de Genève SIG,5.28
Typ IX,6628,Lancy,Services Industriels de Genève SIG,5.28
Typ IX,6629,Meinier,Services Industriels de Genève SIG,5.28
Typ IX,6630,Meyrin,Services Industriels de Genève SIG,5.28
Typ IX,6631,Onex,Services Industriels de Genève SIG,5.28
Typ IX,6632,Perly-Certoux,Services Industriels de Genève SIG,5.28
Typ IX,6633,Plan-les-Ouates,Services Industriels de Genève SIG,5.28
Typ IX,6634,Pregny-Chambésy,Services Industriels de Genève SIG,5.28
Typ IX,6636,Puplinge,Services Industriels de Genève SIG,5.28
Typ IX,6637,Russin,Services Industriels de Genève SIG,5.28
Typ IX,6638,Satigny,Services Industriels de Genève SIG,5.28
Typ IX,6640,Thônex,Services Industriels de Genève SIG,5.28
Typ IX,6641,Troinex,Services Industriels de Genève SIG,5.28
Typ IX,6642,Vandoeuvres,Services Industriels de Genève SIG,5.28
Typ IX,6643,Vernier,Services Industriels de Genève SIG,5.28
Typ IX,6644,Versoix,Services Industriels de Genève SIG,5.28
Typ IX,6645,Veyrier,Services Industriels de Genève SIG,5.28
Typ IX,1331,Küssnacht (SZ),Erdgas Innerschwyz AG,6.65
Typ IX,1362,Arth,Erdgas Innerschwyz AG,6.65
Typ IX,1364,Ingenbohl,Erdgas Innerschwyz AG,6.65
Typ IX,1365,Lauerz,Erdgas Innerschwyz AG,6.65
Typ IX,1372,Schwyz,Erdgas Innerschwyz AG,6.65
Typ IX,1373,Steinen,Erdgas Innerschwyz AG,6.65
Typ IX,3668,Thusis,IBC Energie Wasser Chur,4.78
Typ IX,3722,Domat/Ems,IBC Energie Wasser Chur,4.78
Typ IX,3901,Chur,IBC Energie Wasser Chur,4.88
Typ IX,3945,Trimmis,IBC Energie Wasser Chur,4.78
Typ IX,3946,Untervaz,IBC Energie Wasser Chur,4.78
Typ IX,3955,Landquart,IBC Energie Wasser Chur,4.68
Typ IX,6136,Martigny,Sinergy Commerce S.A.,6.30
Typ IX,5242,Balerna,AGE SA,7.56
Typ IX,5250,Chiasso,AGE SA,7.56
Typ IX,5251,Coldrerio,AGE SA,7.56
Typ IX,5254,Mendrisio,Aziende Industriali Mendrisio AIM,7.76
Typ IX,5257,Morbio Inferiore,AGE SA,7.56
Typ IX,5260,Novazzano,AGE SA,7.56
Typ IX,5268,Vacallo,AGE SA,7.56
Typ IX,356,Muri bei Bern,Gemeindebetriebe Muri,4.54
Typ IX,381,Arch,Städtische Werke Grenchen,5.57
Typ IX,383,Büren an der Aare,Städtische Werke Grenchen,5.57
Typ IX,387,Lengnau (BE),Städtische Werke Grenchen,5.57
Typ IX,401,Aefligen,Localnet AG,4.85
Typ IX,404,Burgdorf,Localnet AG,4.85
