category,bfs,municipality,provider,price
Typ V,4831,Müllheim,Technische Betriebe Weinfelden AG,6.61
Typ V,4841,Pfyn,Technische Betriebe Weinfelden AG,6.61
Typ V,4851,Salenstein,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ V,4864,Steckborn,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.62
Typ V,4891,Berg (TG),Technische Betriebe Weinfelden AG,6.61
Typ V,4911,Bürglen (TG),Technische Betriebe Weinfelden AG,6.61
Typ V,4921,Bussnang,Technische Betriebe Weinfelden AG,6.61
Typ V,4941,Märstetten,Technische Betriebe Weinfelden AG,6.61
Typ V,4946,Weinfelden,Technische Betriebe Weinfelden AG,6.61
Typ V,4951,Wigoltingen,Technische Betriebe Weinfelden AG,6.61
Typ V,2009,Cheiry,Energiapro SA,10.19
Typ V,2027,Ménières,Energiapro SA,10.19
Typ V,2038,Prévondavaux,Energiapro SA,10.19
Typ V,2041,Saint-Aubin (FR),Groupe E Celsius,7.68
Typ V,2043,Sévaz,Groupe E Celsius,7.68
Typ V,2044,Surpierre,Energiapro SA,10.19
Typ V,2053,Belmont-Broye,Groupe E Celsius,7.68
Typ V,2054,Estavayer,Groupe E Celsius,7.68
Typ V,2055,Cheyres-Châbles,Energiapro SA,10.19
Typ V,2061,Auboranges,Energiapro SA,10.19
Typ V,2063,Billens-Hennens,Groupe E Celsius,7.68
Typ V,2068,Châtonnaye,Energiapro SA,10.19
Typ V,2087,Mézières (FR),Groupe E Celsius,7.68
Typ V,2096,Romont (FR),Groupe E Celsius,7.68
Typ V,2102,Ursy,Energiapro SA,10.19
Typ V,2113,Vuisternens-devant-Romont,Groupe E Celsius,7.68
Typ V,2115,Torny,Energiapro SA,10.19
Typ V,2117,Villaz,Energiapro SA,10.19
Typ V,2125,Bulle (neu),Groupe E Celsius,7.68
Typ V,2153,Sorens,Groupe E Celsius,7.68
Typ V,2155,Vaulruz,Groupe E Celsius,7.68
Typ V,2160,Vuadens,Groupe E Celsius,7.68
Typ V,2174,Avry,Groupe E Celsius,7.68
Typ V,2175,Belfaux,Groupe E Celsius,7.68
Typ V,2183,Corminboeuf,Groupe E Celsius,7.68
Typ V,2196,Fribourg,Groupe E Celsius,7.68
Typ V,2197,Givisiez,Groupe E Celsius,7.68
Typ V,2198,Granges-Paccot,Groupe E Celsius,7.68
Typ V,2206,Marly,Groupe E Celsius,7.68
Typ V,2208,Matran,Groupe E Celsius,7.68
Typ V,2228,Villars-sur-Glâne,Groupe E Celsius,7.68
Typ V,2233,Hauterive (FR),Groupe E Celsius,7.68
Typ V,2235,La Sonnaz,Groupe E Celsius,7.68
Typ V,2250,Courgevaux,Groupe E Celsius,7.68
Typ V,2254,Courtepin,Groupe E Celsius,7.68
Typ V,2274,Muntelier,Groupe E Celsius,7.68
Typ V,2275,Murten,Groupe E Celsius,7.68
Typ V,2276,Ried bei Kerzers (neu),Groupe E Celsius,7.68
Typ V,2293,Düdingen,Groupe E Celsius,7.68
Typ V,2306,Tafers,Groupe E Celsius,7.68
Typ V,2321,Attalens,Energiapro SA,10.19
Typ V,2323,Bossonnens,Energiapro SA,10.19
Typ V,2325,Châtel-Saint-Denis,Energiapro SA,10.19
Typ V,2328,Granges (Veveyse),Energiapro SA,10.19
Typ V,2333,Remaufens,Energiapro SA,10.19
Typ V,2338,La Verrerie,Groupe E Celsius,7.68
Typ V,5401,Aigle,Energiapro SA,10.19
Typ V,5402,Bex,Energiapro SA,10.19
Typ V,5403,Chessel,Energiapro SA,10.19
Typ V,5404,Corbeyrier,Energiapro SA,10.19
Typ V,5405,Gryon,Energiapro SA,10.19
Typ V,5406,Lavey-Morcles,Energiapro SA,10.19
Typ V,5407,Leysin,Energiapro SA,10.19
Typ V,5408,Noville,Energiapro SA,10.19
Typ V,5409,Ollon,Energiapro SA,10.19
Typ V,5412,Rennaz,Energiapro SA,10.19
Typ V,5413,Roche (VD),Energiapro SA,10.19
Typ V,5414,Villeneuve (VD),Energiapro SA,10.19
Typ V,5415,Yvorne,Energiapro SA,10.19
Typ V,5421,Apples,Energiapro SA,10.19
Typ V,5427,Féchy,Services industriels Lausanne,9.00
Typ V,5451,Avenches,Groupe E Celsius,7.68
Typ V,5458,Faoug,Groupe E Celsius,7.68
Typ V,5471,Bettens,Energiapro SA,10.19
Typ V,5472,Bournens,Energiapro SA,10.19
Typ V,5473,Boussens,Energiapro SA,10.19
Typ V,5474,La Chaux (Cossonay),Energiapro SA,10.19
Typ V,5475,Chavannes-le-Veyron,Energiapro SA,10.19
Typ V,5477,Cossonay,Energiapro SA,10.19
Typ V,5478,Cottens (VD),Energiapro SA,10.19
Typ V,5479,Cuarnens,Energiapro SA,10.19
Typ V,5480,Daillens,Energiapro SA,10.19
Typ V,5481,Dizy,Energiapro SA,10.19
Typ V,5482,Eclépens,Energiapro SA,10.19
Typ V,5483,Ferreyres,Energiapro SA,10.19
Typ V,5484,Gollion,Energiapro SA,10.19
Typ V,5485,Grancy,Energiapro SA,10.19
Typ V,5487,Lussery-Villars,Energiapro SA,10.19
Typ V,5488,Mauraz,Energiapro SA,10.19
Typ V,5489,Mex (VD),Energiapro SA,10.19
Typ V,5492,Montricher,Energiapro SA,10.19
Typ V,5493,Orny,Energiapro SA,10.19
Typ V,5494,Pampigny,Energiapro SA,10.19
Typ V,5495,Penthalaz,Energiapro SA,10.19
Typ V,5496,Penthaz,Energiapro SA,10.19
Typ V,5498,La Sarraz,Energiapro SA,10.19
Typ V,5499,Senarclens,Energiapro SA,10.19
Typ V,5500,Sévery,Energiapro SA,10.19
Typ V,5501,Sullens,Energiapro SA,10.19
Typ V,5503,Vufflens-la-Ville,Energiapro SA,10.19
Typ V,5511,Assens,Energiapro SA,10.19
Typ V,5512,Bercher,Energiapro SA,10.19
Typ V,5513,Bioley-Orjulaz,Energiapro SA,10.19
Typ V,5514,Bottens,Energiapro SA,10.19
Typ V,5515,Bretigny-sur-Morrens,Services industriels Lausanne,9.00
Typ V,5516,Cugy (VD),Services industriels Lausanne,9.00
Typ V,5518,Echallens,Energiapro SA,10.19
Typ V,5521,Etagnières,Energiapro SA,10.19
Typ V,5523,Froideville,Energiapro SA,10.19
Typ V,5527,Morrens (VD),Services industriels Lausanne,9.00
Typ V,5530,Pailly,Energiapro SA,10.19
Typ V,5534,Rueyres,Energiapro SA,10.19
Typ V,5535,Saint-Barthélemy (VD),Energiapro SA,10.19
Typ V,5537,Villars-le-Terroir,Energiapro SA,10.19
Typ V,5539,Vuarrens,Energiapro SA,10.19
Typ V,5540,Montilliez,Energiapro SA,10.19
Typ V,5541,Goumoëns,Energiapro SA,10.19
Typ V,5561,Grandson,Service des Energies,8.36
Typ V,5568,Sainte-Croix,"Commune de Sainte-Croix,  Service technique",8.56
Typ V,5581,Belmont-sur-Lausanne,Energiapro SA,10.19
Typ V,5582,Cheseaux-sur-Lausanne,Services industriels Lausanne,9.00
Typ V,5583,Crissier,Services industriels Lausanne,9.00
Typ V,5584,Epalinges,Services industriels Lausanne,9.00
Typ V,5585,Jouxtens-Mézery,Services industriels Lausanne,9.00
Typ V,5586,Lausanne,Services industriels Lausanne,9.00
Typ V,5587,Le Mont-sur-Lausanne,Services industriels Lausanne,9.00
Typ V,5588,Paudex,Services industriels Lausanne,9.00
Typ V,5589,Prilly,Services industriels Lausanne,9.00
Typ V,5590,Pully,Services industriels Lausanne,9.00
Typ V,5591,Renens (VD),Services industriels Lausanne,9.00
Typ V,5592,Romanel-sur-Lausanne,Services industriels Lausanne,9.00
Typ V,5601,Chexbres,Energiapro SA,10.19
Typ V,5604,Forel (Lavaux),Energiapro SA,10.19
Typ V,5606,Lutry,Services industriels Lausanne,9.00
Typ V,5607,Puidoux,Energiapro SA,10.19
Typ V,5609,Rivaz,Energiapro SA,10.19
Typ V,5610,Saint-Saphorin (Lavaux),Energiapro SA,10.19
Typ V,5611,Savigny,Energiapro SA,10.19
Typ V,5613,Bourg-en-Lavaux,Energiapro SA,10.19
Typ V,5621,Aclens,Energiapro SA,10.19
Typ V,5622,Bremblens,Energiapro SA,10.19
Typ V,5623,Buchillon,Services industriels Lausanne,9.00
Typ V,5624,Bussigny-près-Lausanne,Services industriels Lausanne,9.00
Typ V,5625,Bussy-Chardonney,Energiapro SA,10.19
Typ V,5627,Chavannes-près-Renens,Services industriels Lausanne,9.00
Typ V,5629,Clarmont,Energiapro SA,10.19
Typ V,5631,Denens,Energiapro SA,10.19
Typ V,5632,Denges,Services industriels Lausanne,9.00
Typ V,5633,Echandens,Energiapro SA,10.19
Typ V,5633,Echandens,Services industriels Lausanne,9.00
Typ V,5634,Echichens,Energiapro SA,10.19
Typ V,5635,Ecublens (VD),Services industriels Lausanne,9.00
Typ V,5636,Etoy,Services industriels Lausanne,9.00
Typ V,5638,Lonay,Services industriels Lausanne,9.00
Typ V,5639,Lully (VD),Energiapro SA,10.19
Typ V,5640,Lussy-sur-Morges,Energiapro SA,10.19
Typ V,5642,Morges,Services industriels Morges Service du gaz,7.64
Typ V,5643,Préverenges,Services industriels Lausanne,9.00
Typ V,5644,Reverolle,Energiapro SA,10.19
Typ V,5645,Romanel-sur-Morges,Energiapro SA,10.19
Typ V,5646,Saint-Prex,Services industriels Lausanne,9.00
Typ V,5648,Saint-Sulpice (VD),Services industriels Lausanne,9.00
Typ V,5649,Tolochenaz,Services industriels Lausanne,9.00
Typ V,5651,Villars-Sainte-Croix,Energiapro SA,10.19
Typ V,5652,Villars-sous-Yens,Energiapro SA,10.19
Typ V,5653,Vufflens-le-Château,Energiapro SA,10.19
Typ V,5654,Vullierens,Energiapro SA,10.19
Typ V,5655,Yens,Energiapro SA,10.19
Typ V,5661,Boulens,Energiapro SA,10.19
Typ V,5669,Curtilles,Energiapro SA,10.19
Typ V,5671,Dompierre (VD),Energiapro SA,10.19
Typ V,5673,Hermenches,Energiapro SA,10.19
Typ V,5674,Lovatens,Energiapro SA,10.19
Typ V,5675,Lucens,Energiapro SA,10.19
Typ V,5678,Moudon,"Administration communale de Moudon,Services industriels",10.07
Typ V,5678,Moudon,Energiapro SA,10.19
Typ V,5680,Ogens,Energiapro SA,10.19
Typ V,5683,Prévonloup,Energiapro SA,10.19
Typ V,5688,Syens,Energiapro SA,10.19
Typ V,5692,Vucherens,Energiapro SA,10.19
Typ V,5693,Montanaire,Energiapro SA,10.19
Typ V,5715,Duillier,Services industriels de Nyon,8.28
Typ V,5716,Eysins,Services industriels de Nyon,8.28
Typ V,5721,Gland,Services industriels Lausanne,9.00
Typ V,5724,Nyon,Services industriels de Nyon,8.28
Typ V,5725,Prangins,Services industriels de Nyon,8.28
Typ V,5728,Signy-Avenex,Services industriels de Nyon,8.28
Typ V,5732,Vich,Services industriels Lausanne,9.00
Typ V,5741,"L""Abergement",Vo Energies,9.80
Typ V,5742,Agiez,Urbagaz S.A.,9.17
Typ V,5743,Arnex-sur-Orbe,Urbagaz S.A.,9.17
Typ V,5744,Ballaigues,Vo Energies,9.80
Typ V,5747,Bofflens,Urbagaz S.A.,9.17
Typ V,5749,Chavornay,Urbagaz S.A.,9.17
Typ V,5750,Les Clées,Vo Energies,9.80
Typ V,5752,Croy,Urbagaz S.A.,9.17
Typ V,5755,Lignerolle,Vo Energies,9.80
Typ V,5756,Montcherand,Urbagaz S.A.,9.17
Typ V,5757,Orbe,Urbagaz S.A.,9.17
Typ V,5761,Romainmôtier-Envy,Urbagaz S.A.,9.17
Typ V,5763,Valeyres-sous-Rances,Urbagaz S.A.,9.17
Typ V,5764,Vallorbe,Vo Energies,9.80
Typ V,5765,Vaulion,Vo Energies,9.80
Typ V,5766,Vuiteboeuf,Service des Energies,8.36
Typ V,5785,Corcelles-le-Jorat,Energiapro SA,10.19
Typ V,5788,Essertes,Energiapro SA,10.19
Typ V,5790,Maracon,Energiapro SA,10.19
Typ V,5792,Montpreveyres,Energiapro SA,10.19
Typ V,5799,Servion,Energiapro SA,10.19
Typ V,5803,Vulliens,Energiapro SA,10.19
Typ V,5804,Jorat-Menthue,Energiapro SA,10.19
Typ V,5805,Oron,Energiapro SA,10.19
Typ V,5812,Champtauroz,Energiapro SA,10.19
Typ V,5816,Corcelles-près-Payerne,Groupe E Celsius,7.68
Typ V,5819,Henniez,Energiapro SA,10.19
Typ V,5822,Payerne,Groupe E Celsius,7.68
Typ V,5827,Trey,Energiapro SA,10.19
Typ V,5827,Trey,Groupe E Celsius,7.68
Typ V,5828,Treytorrens (Payerne),Energiapro SA,10.19
Typ V,5830,Villarzel,Energiapro SA,10.19
Typ V,5831,Valbroye,Energiapro SA,10.19
Typ V,5853,Bursins,Services industriels Lausanne,9.00
Typ V,5856,Essertines-sur-Rolle,Services industriels Lausanne,9.00
Typ V,5857,Gilly,Services industriels Lausanne,9.00
Typ V,5858,Luins,Services industriels Lausanne,9.00
Typ V,5859,Mont-sur-Rolle,Services industriels Lausanne,9.00
Typ V,5860,Perroy,Services industriels Lausanne,9.00
Typ V,5861,Rolle,"Administration communale de Rolle, Services techniques",8.28
Typ V,5862,Tartegnin,Services industriels Lausanne,9.00
Typ V,5863,Vinzel,Services industriels Lausanne,9.00
Typ V,5881,Blonay,Energiapro SA,10.19
Typ V,5882,Chardonne,Energiapro SA,10.19
Typ V,5883,Corseaux,Energiapro SA,10.19
Typ V,5884,Corsier-sur-Vevey,Energiapro SA,10.19
Typ V,5885,Jongny,Energiapro SA,10.19
Typ V,5886,Montreux,Energiapro SA,10.19
Typ V,5888,Saint-Légier-La Chiésaz,Energiapro SA,10.19
Typ V,5889,La Tour-de-Peilz,Energiapro SA,10.19
Typ V,5890,Vevey,Energiapro SA,10.19
Typ V,5891,Veytaux,Energiapro SA,10.19
Typ V,5903,Bioley-Magnoux,Energiapro SA,10.19
Typ V,5904,Chamblon,Service des Energies,8.36
Typ V,5905,Champvent,Service des Energies,8.36
Typ V,5907,Chavannes-le-Chêne,Energiapro SA,10.19
Typ V,5909,Cheseaux-Noréaz,Service des Energies,8.36
Typ V,5911,Cuarny,Energiapro SA,10.19
Typ V,5912,Démoret,Energiapro SA,10.19
Typ V,5914,Ependes (VD),Service des Energies,8.36
Typ V,5919,Mathod,Service des Energies,8.36
Typ V,5922,Montagny-près-Yverdon,Service des Energies,8.36
Typ V,5926,Pomy,Service des Energies,8.36
Typ V,5928,Rovray,Energiapro SA,10.19
Typ V,5931,Treycovagnes,Service des Energies,8.36
Typ V,5933,Valeyres-sous-Montagny,Service des Energies,8.36
Typ V,5935,Villars-Epeney,Energiapro SA,10.19
Typ V,5938,Yverdon-les-Bains,Service des Energies,8.36
Typ V,5939,Yvonand,Energiapro SA,10.19
Typ V,6404,Boudry,Viteos S.A.,8.06
Typ V,6407,Corcelles-Cormondrèche,Viteos S.A.,8.06
Typ V,6408,Cortaillod,Viteos S.A.,8.06
Typ V,6412,Peseux,Viteos S.A.,8.06
Typ V,6416,Milvignes,Viteos S.A.,8.06
Typ V,6421,La Chaux-de-Fonds,Viteos S.A.,8.06
Typ V,6431,Les Brenets,Viteos S.A.,8.06
Typ V,6436,Le Locle,Viteos S.A.,8.06
Typ V,6454,Hauterive,Viteos S.A.,8.06
Typ V,6458,Neuchâtel,Viteos S.A.,8.06
Typ V,6459,Saint-Blaise,Viteos S.A.,8.06
Typ V,6461,La Tène,Viteos S.A.,8.06
Typ V,6487,Val-de-Ruz,Viteos S.A.,8.06
Typ V,6512,Val-de-Tarvers,Viteos S.A.,8.06
Typ V,6602,Anières,Services Industriels de Genève SIG,7.36
Typ V,6605,Bardonnex,Services Industriels de Genève SIG,7.36
Typ V,6606,Bellevue,Services Industriels de Genève SIG,7.36
Typ V,6607,Bernex,Services Industriels de Genève SIG,7.36
Typ V,6608,Carouge (GE),Services Industriels de Genève SIG,7.36
Typ V,6612,Chêne-Bougeries,Services Industriels de Genève SIG,7.36
Typ V,6613,Chêne-Bourg,Services Industriels de Genève SIG,7.36
Typ V,6614,Choulex,Services Industriels de Genève SIG,7.36
Typ V,6616,Collonge-Bellerive,Services Industriels de Genève SIG,7.36
Typ V,6617,Cologny,Services Industriels de Genève SIG,7.36
Typ V,6618,Confignon,Services Industriels de Genève SIG,7.36
Typ V,6619,Corsier (GE),Services Industriels de Genève SIG,7.36
Typ V,6620,Dardagny,Services Industriels de Genève SIG,7.36
Typ V,6621,Genève,Services Industriels de Genève SIG,7.36
Typ V,6622,Genthod,Services Industriels de Genève SIG,7.36
Typ V,6623,Le Grand-Saconnex,Services Industriels de Genève SIG,7.36
Typ V,6625,Hermance,Services Industriels de Genève SIG,7.36
Typ V,6628,Lancy,Services Industriels de Genève SIG,7.36
Typ V,6629,Meinier,Services Industriels de Genève SIG,7.36
Typ V,6630,Meyrin,Services Industriels de Genève SIG,7.36
Typ V,6631,Onex,Services Industriels de Genève SIG,7.36
Typ V,6632,Perly-Certoux,Services Industriels de Genève SIG,7.36
Typ V,6633,Plan-les-Ouates,Services Industriels de Genève SIG,7.36
Typ V,6634,Pregny-Chambésy,Services Industriels de Genève SIG,7.36
Typ V,6636,Puplinge,Services Industriels de Genève SIG,7.36
Typ V,6637,Russin,Services Industriels de Genève SIG,7.36
Typ V,6638,Satigny,Services Industriels de Genève SIG,7.36
Typ V,6640,Thônex,Services Industriels de Genève SIG,7.36
Typ V,6641,Troinex,Services Industriels de Genève SIG,7.36
Typ V,6642,Vandoeuvres,Services Industriels de Genève SIG,7.36
Typ V,6643,Vernier,Services Industriels de Genève SIG,7.36
Typ V,6644,Versoix,Services Industriels de Genève SIG,7.36
Typ V,6645,Veyrier,Services Industriels de Genève SIG,7.36
Typ V,1023,Ballwil,WWZ Energie AG,9.15
Typ V,1024,Emmen,ewl energie wasser luzern,8.08
Typ V,1030,Hitzkirch,WWZ Energie AG,9.15
Typ V,1031,Hochdorf,WWZ Energie AG,9.15
Typ V,1033,Inwil,ewl energie wasser luzern,8.08
Typ V,1039,Römerswil,WWZ Energie AG,9.15
Typ V,1040,Rothenburg,ewl energie wasser luzern,8.08
Typ V,1054,Ebikon,ewl energie wasser luzern,8.08
Typ V,1058,Horw,ewl energie wasser luzern,8.08
Typ V,1059,Kriens,ewl energie wasser luzern,8.08
Typ V,1061,Luzern,ewl energie wasser luzern,8.08
Typ V,1063,Meggen,ewl energie wasser luzern,8.08
Typ V,1098,Ruswil,ewl energie wasser luzern,8.08
Typ V,1107,Wolhusen,ewl energie wasser luzern,8.08
Typ V,1125,Dagmersellen,ewl energie wasser luzern,8.08
Typ V,1136,Menznau,ewl energie wasser luzern,8.08
Typ V,1137,Nebikon,ewl energie wasser luzern,8.08
Typ V,1139,Pfaffnau,IB Langenthal AG,5.61
Typ V,1140,Reiden,ewl energie wasser luzern,8.08
Typ V,1140,Reiden,StWZ Energie AG,7.52
Typ V,1147,Wikon,StWZ Energie AG,7.52
Typ V,1301,Einsiedeln,Erdgas Einsiedeln AG,8.10
Typ V,1321,Feusisberg,EW Höfe AG,7.18
Typ V,1322,Freienbach,EW Höfe AG,7.18
Typ V,1323,Wollerau,EW Höfe AG,7.18
Typ V,1331,Küssnacht (SZ),Erdgas Innerschwyz AG,9.69
Typ V,1341,Altendorf,Energie Zürichsee Linth AG,7.51
Typ V,1342,Galgenen,Energie Zürichsee Linth AG,7.51
Typ V,1344,Lachen,Energie Zürichsee Linth AG,7.51
Typ V,1345,Reichenburg,Energie Zürichsee Linth AG,7.51
Typ V,1346,Schübelbach,Energie Zürichsee Linth AG,7.51
Typ V,1347,Tuggen,Energie Zürichsee Linth AG,7.51
Typ V,1349,Wangen (SZ),Energie Zürichsee Linth AG,7.51
Typ V,1362,Arth,Erdgas Innerschwyz AG,9.69
Typ V,1364,Ingenbohl,Erdgas Innerschwyz AG,9.69
Typ V,1365,Lauerz,Erdgas Innerschwyz AG,9.69
Typ V,1372,Schwyz,Erdgas Innerschwyz AG,9.69
Typ V,1373,Steinen,Erdgas Innerschwyz AG,9.69
Typ V,1701,Baar,WWZ Energie AG,9.15
Typ V,1702,Cham,WWZ Energie AG,9.15
Typ V,1703,Hünenberg,WWZ Energie AG,9.15
Typ V,1707,Risch,WWZ Energie AG,9.15
Typ V,1708,Steinhausen,WWZ Energie AG,9.15
Typ V,1711,Zug,WWZ Energie AG,9.15
Typ V,3668,Thusis,IBC Energie Wasser Chur,6.79
Typ V,3722,Domat/Ems,IBC Energie Wasser Chur,6.79
Typ V,3901,Chur,IBC Energie Wasser Chur,6.89
Typ V,3945,Trimmis,IBC Energie Wasser Chur,6.79
Typ V,3946,Untervaz,IBC Energie Wasser Chur,6.79
Typ V,3955,Landquart,IBC Energie Wasser Chur,6.69
Typ V,6023,Conthey,OIKEN SA,7.29
Typ V,6024,Nendaz,OIKEN SA,7.29
Typ V,6025,Vétroz,OIKEN SA,7.29
Typ V,6113,Salgesch,OIKEN SA,7.29
Typ V,6136,Martigny,Sinergy Commerce S.A.,6.70
Typ V,6152,Collombey-Muraz,Energiapro SA,10.19
Typ V,6153,Monthey,Energiapro SA,10.19
Typ V,6154,Port-Valais,Energiapro SA,10.19
Typ V,6155,Saint-Gingolph,Energiapro SA,10.19
Typ V,6158,Vionnaz,Energiapro SA,10.19
Typ V,6159,Vouvry,Energiapro SA,10.19
Typ V,6201,Unterbäch,OIKEN SA,7.29
Typ V,6215,Massongex,Energiapro SA,10.19
Typ V,6217,Saint-Maurice,Energiapro SA,10.19
Typ V,6220,Vérossaz,Energiapro SA,10.19
Typ V,6232,Chalais,OIKEN SA,7.29
Typ V,6235,Chippis,OIKEN SA,7.29
Typ V,6238,Grône,OIKEN SA,7.29
Typ V,6239,Icogne,OIKEN SA,7.29
Typ V,6240,Lens,OIKEN SA,7.29
Typ V,6241,Miège,OIKEN SA,7.29
Typ V,6246,Saint-Léonard,OIKEN SA,7.29
Typ V,6248,Sierre,OIKEN SA,7.49
Typ V,6249,Venthône,OIKEN SA,7.29
Typ V,6250,Veyras,OIKEN SA,7.29
Typ V,6253,Crans-Montana,OIKEN SA,7.29
Typ V,6253,Crans-Montana,OIKEN SA,7.29
Typ V,6265,Savièse,OIKEN SA,7.29
Typ V,6266,Sion,OIKEN SA,7.29
Typ V,5002,Bellinzona,Metanord S.A.,8.28
Typ V,5003,Cadenazzo,Metanord S.A.,8.28
Typ V,5141,Agno,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5148,Bedano,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5151,Bioggio,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5162,Cadempino,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5167,Canobbio,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5176,Comano,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5180,Cureglia,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5186,Grancia,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5187,Gravesano,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5189,Lamone,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5192,Lugano,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5194,Manno,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5196,Massagno,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5199,Mezzovico-Vira,Metanord S.A.,8.28
Typ V,5203,Morcote,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5205,Muzzano,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5208,Origlio,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5210,Paradiso,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5214,Porza,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5221,Savosa,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5225,Sorengo,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5227,Torricella-Taverne,Metanord S.A.,8.28
Typ V,5231,Vezia,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5236,"Collina d""Oro",Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5238,Monteceneri,Metanord S.A.,8.28
Typ V,5242,Balerna,AGE SA,7.82
Typ V,5250,Chiasso,AGE SA,7.82
Typ V,5251,Coldrerio,AGE SA,7.82
Typ V,5251,Coldrerio,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5254,Mendrisio,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5254,Mendrisio,Aziende Industriali Mendrisio AIM,8.01
Typ V,5257,Morbio Inferiore,AGE SA,7.82
Typ V,5260,Novazzano,AGE SA,7.82
Typ V,5260,Novazzano,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5263,Riva San Vitale,Aziende Industriali Lugano (AIL) SA,7.16
Typ V,5268,Vacallo,AGE SA,7.82
Typ V,5398,Gambarogno,Metanord S.A.,8.28
Typ V,301,Aarberg,Seelandgas AG,7.52
Typ V,302,Bargen (BE),Seelandgas AG,7.52
Typ V,303,Grossaffoltern,Seelandgas AG,7.52
Typ V,305,Kappelen,Seelandgas AG,7.52
Typ V,306,Lyss,Seelandgas AG,7.52
Typ V,311,Schüpfen,Seelandgas AG,7.52
Typ V,321,Aarwangen,IB Langenthal AG,5.61
Typ V,329,Langenthal,IB Langenthal AG,5.61
Typ V,331,Lotzwil,IB Langenthal AG,5.61
Typ V,332,Madiswil,IB Langenthal AG,5.61
Typ V,342,Thunstetten,IB Langenthal AG,5.61
Typ V,351,Bern,Energie Wasser Bern,8.87
Typ V,353,Bremgarten bei Bern,Energie Wasser Bern,8.47
Typ V,354,Kirchlindach,Energie Wasser Bern,8.76
Typ V,355,Köniz,Energie Wasser Bern,8.97
Typ V,356,Muri bei Bern,Gemeindebetriebe Muri,7.86
Typ V,360,Wohlen bei Bern,Gasversorgung Wohlen,8.31
Typ V,361,Zollikofen,Energie Wasser Bern,8.77
Typ V,362,Ittigen,Energie Wasser Bern,8.77
Typ V,363,Ostermundigen,Energie Wasser Bern,8.77
Typ V,371,Biel/Bienne,"Energie Service Biel/Bienne, Stadt",8.54
Typ V,372,Evilard,"Energie Service Biel/Bienne, Region",8.04
Typ V,381,Arch,Städtische Werke Grenchen,7.59
Typ V,383,Büren an der Aare,Städtische Werke Grenchen,7.59
Typ V,387,Lengnau (BE),Städtische Werke Grenchen,7.59
Typ V,401,Aefligen,Localnet AG,7.99
Typ V,404,Burgdorf,Localnet AG,7.99
Typ V,405,Ersigen,Localnet AG,7.99
Typ V,412,Kirchberg (BE),Localnet AG,7.99
Typ V,415,Lyssach,Localnet AG,7.99
Typ V,418,Oberburg,Localnet AG,7.99
Typ V,420,Rüdtligen-Alchenflüh,Localnet AG,7.99
Typ V,441,Renan (BE),"Ville de St.-Imier, Services techniques",7.16
Typ V,443,Saint-Imier,"Ville de St.-Imier, Services techniques",7.16
Typ V,445,Sonvilier,"Ville de St.-Imier, Services techniques",7.16
Typ V,448,Villeret,"Ville de St.-Imier, Services techniques",7.16
Typ V,533,Bätterkinden,Regio Energie Solothurn,7.33
Typ V,540,Jegenstorf,Localnet AG,7.99
Typ V,544,Moosseedorf,Gasversorgung Grauholz,6.07
Typ V,546,Münchenbuchsee,Energie Wasser Bern,8.87
Typ V,551,Urtenen-Schönbühl,Gasversorgung Urtenen-Schönbühl,6.73
Typ V,552,Utzenstorf,Regio Energie Solothurn,7.33
Typ V,572,Bönigen,IBI Industrielle Betriebe Interlaken,9.40
Typ V,581,Interlaken,IBI Industrielle Betriebe Interlaken,9.40
Typ V,587,Matten bei Interlaken,IBI Industrielle Betriebe Interlaken,9.40
Typ V,593,Unterseen,IBI Industrielle Betriebe Interlaken,9.40
Typ V,612,Konolfingen,Energie Thun AG,6.95
Typ V,733,Brügg,"Energie Service Biel/Bienne, Region",8.04
Typ V,739,Ipsach,"Energie Service Biel/Bienne, Region",8.04
